step,active_behavior
0,motive_8
1,motive_8
2,motive_5
3,motive_5
4,motive_1
5,motive_1
6,motive_2
7,motive_2
8,motive_8
9,motive_8
10,motive_4
11,motive_4
12,motive_6
13,motive_6
14,motive_7
15,motive_7
16,motive_1
17,motive_1
18,motive_8
19,motive_8
20,motive_2
21,motive_2
22,motive_5
23,motive_5
24,motive_3
25,motive_3
26,motive_7
27,motive_7
28,motive_4
29,motive_4
30,motive_2
31,motive_2
32,motive_6
33,motive_6
34,motive_1
35,motive_1
36,motive_8
37,motive_8
38,motive_3
39,motive_3
40,motive_7
41,motive_7
42,motive_4
43,motive_4
44,motive_2
45,motive_2
46,motive_1
47,motive_1
48,motive_6
49,motive_6
50,motive_5
51,motive_5
52,motive_2
53,motive_2
54,motive_8
55,motive_8
56,motive_3
57,motive_3
58,motive_1
59,motive_1
60,motive_5
61,motive_5
62,motive_8
63,motive_8
64,motive_7
65,motive_7
66,motive_3
67,motive_3
68,motive_1
69,motive_1
70,motive_2
71,motive_2
72,motive_7
73,motive_7
74,motive_4
75,motive_4
76,motive_8
77,motive_8
78,motive_2
79,motive_2
80,motive_6
81,motive_6
82,motive_3
83,motive_3
84,motive_1
85,motive_1
86,motive_5
87,motive_5
88,motive_7
89,motive_7
90,motive_8
91,motive_8
92,motive_4
93,motive_4
94,motive_2
95,motive_2
96,motive_1
97,motive_1
98,motive_7
99,motive_7
