step,active_behavior
0,
1,motive_6
2,motive_6
3,motive_5
4,motive_5
5,motive_3
6,motive_3
7,motive_2
8,motive_2
9,motive_4
10,motive_4
11,motive_5
12,motive_5
13,motive_8
14,motive_8
15,motive_7
16,motive_7
17,motive_2
18,motive_2
19,motive_6
20,motive_6
21,motive_7
22,motive_7
23,motive_5
24,motive_5
25,motive_1
26,motive_1
27,motive_6
28,motive_6
29,motive_4
30,motive_4
31,motive_7
32,motive_7
33,motive_2
34,motive_2
35,motive_5
36,motive_5
37,motive_7
38,motive_7
39,motive_3
40,motive_3
41,motive_6
42,motive_6
43,motive_4
44,motive_4
45,motive_2
46,motive_2
47,motive_3
48,motive_3
49,motive_5
50,motive_5
51,motive_4
52,motive_4
53,motive_7
54,motive_7
55,motive_8
56,motive_8
57,motive_1
58,motive_1
59,motive_5
60,motive_5
61,motive_4
62,motive_4
63,motive_3
64,motive_3
65,motive_7
66,motive_7
67,motive_6
68,motive_6
69,motive_4
70,motive_4
71,motive_5
72,motive_5
73,motive_6
74,motive_6
75,motive_2
76,motive_2
77,motive_4
78,motive_4
79,motive_1
80,motive_1
81,motive_5
82,motive_5
83,motive_7
84,motive_7
85,motive_6
86,motive_6
87,motive_5
88,motive_5
89,motive_8
90,motive_8
91,motive_3
92,motive_3
93,motive_7
94,motive_7
95,motive_2
96,motive_2
97,motive_4
98,motive_4
99,motive_7
