step,active_behavior
0,motive_3
1,motive_3
2,motive_7
3,motive_7
4,motive_8
5,motive_8
6,motive_1
7,motive_1
8,motive_5
9,motive_5
10,motive_6
11,motive_6
12,motive_4
13,motive_4
14,motive_8
15,motive_8
16,motive_1
17,motive_1
18,motive_3
19,motive_3
20,motive_7
21,motive_7
22,motive_2
23,motive_2
24,motive_8
25,motive_8
26,motive_5
27,motive_5
28,motive_4
29,motive_4
30,motive_8
31,motive_8
32,motive_1
33,motive_1
34,motive_3
35,motive_3
36,motive_7
37,motive_7
38,motive_2
39,motive_2
40,motive_4
41,motive_4
42,motive_6
43,motive_6
44,motive_2
45,motive_2
46,motive_8
47,motive_8
48,motive_5
49,motive_5
50,motive_3
51,motive_3
52,motive_1
53,motive_1
54,motive_7
55,motive_7
56,motive_8
57,motive_8
58,motive_2
59,motive_2
60,motive_6
61,motive_6
62,motive_3
63,motive_3
64,motive_8
65,motive_8
66,motive_1
67,motive_1
68,motive_4
69,motive_4
70,motive_7
71,motive_7
72,motive_2
73,motive_2
74,motive_6
75,motive_6
76,motive_3
77,motive_3
78,motive_8
79,motive_8
80,motive_5
81,motive_5
82,motive_2
83,motive_2
84,motive_7
85,motive_7
86,motive_4
87,motive_4
88,motive_1
89,motive_1
90,motive_3
91,motive_3
92,motive_7
93,motive_7
94,motive_8
95,motive_8
96,motive_3
97,motive_3
98,motive_2
99,motive_2
