step,active_behavior
0,motive_8
1,motive_8
2,motive_4
3,motive_4
4,motive_2
5,motive_2
6,motive_7
7,motive_7
8,motive_1
9,motive_1
10,motive_5
11,motive_5
12,motive_2
13,motive_2
14,motive_8
15,motive_8
16,motive_3
17,motive_3
18,motive_1
19,motive_1
20,motive_6
21,motive_6
22,motive_4
23,motive_4
24,motive_8
25,motive_8
26,motive_7
27,motive_7
28,motive_2
29,motive_2
30,motive_1
31,motive_1
32,motive_3
33,motive_3
34,motive_5
35,motive_5
36,motive_7
37,motive_7
38,motive_2
39,motive_2
40,motive_8
41,motive_8
42,motive_1
43,motive_1
44,motive_6
45,motive_6
46,motive_3
47,motive_3
48,motive_4
49,motive_4
50,motive_7
51,motive_7
52,motive_1
53,motive_1
54,motive_5
55,motive_5
56,motive_8
57,motive_8
58,motive_2
59,motive_2
60,motive_4
61,motive_4
62,motive_7
63,motive_7
64,motive_8
65,motive_8
66,motive_3
67,motive_3
68,motive_1
69,motive_1
70,motive_2
71,motive_2
72,motive_6
73,motive_6
74,motive_4
75,motive_4
76,motive_8
77,motive_8
78,motive_5
79,motive_5
80,motive_7
81,motive_7
82,motive_1
83,motive_1
84,motive_3
85,motive_3
86,motive_8
87,motive_8
88,motive_2
89,motive_2
90,motive_7
91,motive_7
92,motive_5
93,motive_5
94,motive_4
95,motive_4
96,motive_1
97,motive_1
98,motive_8
99,motive_8
