step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,-0.098,0.415,0.293,0.023,0.176,0.798,0.395,-0.021
1,-0.149,0.498,0.196,-0.094,0.125,1.0,0.318,-0.124
2,-0.2,0.381,0.099,-0.011,0.074,0.897,0.241,0.876
3,-0.251,0.264,0.002,0.072,0.023,0.794,0.164,1.0
4,0.749,0.206,-0.168,0.014,0.113,0.75,0.014,0.956
5,1.0,0.148,-0.338,-0.044,0.203,0.706,-0.136,0.912
6,0.84,0.054,-0.258,-0.138,0.043,0.626,0.864,0.832
7,0.68,-0.04,-0.178,-0.232,-0.117,0.546,1.0,0.752
8,0.77,-0.098,-0.348,-0.29,0.883,0.502,0.85,0.708
9,0.86,-0.156,-0.518,-0.348,1.0,0.458,0.7,0.664
10,0.809,-0.273,-0.615,0.652,0.949,0.355,0.623,0.761
11,0.758,-0.39,-0.712,1.0,0.898,0.252,0.546,0.858
12,0.598,-0.484,0.288,0.906,0.738,0.172,0.646,0.778
13,0.438,-0.578,1.0,0.812,0.578,0.092,0.746,0.698
14,0.387,0.422,0.903,0.695,0.527,0.189,0.669,0.595
15,0.336,1.0,0.806,0.578,0.476,0.286,0.592,0.492
16,0.326,0.983,0.786,0.561,0.466,0.283,0.592,0.489
17,0.316,0.966,0.766,0.544,0.456,0.28,0.592,0.486
18,0.306,0.949,0.746,0.527,0.446,0.277,0.592,0.483
19,0.296,0.932,0.726,0.51,0.436,0.274,0.592,0.48
20,0.286,0.915,0.706,0.493,0.426,0.271,0.592,0.477
21,0.276,0.898,0.686,0.476,0.416,0.268,0.592,0.474
22,0.266,0.881,0.666,0.459,0.406,0.265,0.592,0.471
23,0.256,0.864,0.646,0.442,0.396,0.262,0.592,0.468
24,0.246,0.847,0.626,0.425,0.386,0.259,0.592,0.465
25,0.236,0.83,0.606,0.408,0.376,0.256,0.592,0.462
26,0.226,0.813,0.586,0.391,0.366,0.253,0.592,0.459
27,0.216,0.796,0.566,0.374,0.356,0.25,0.592,0.456
28,0.206,0.779,0.546,0.357,0.346,0.247,0.592,0.453
29,0.196,0.762,0.526,0.34,0.336,0.244,0.592,0.45
30,0.186,0.745,0.506,0.323,0.326,0.241,0.592,0.447
31,0.176,0.728,0.486,0.306,0.316,0.238,0.592,0.444
32,0.166,0.711,0.466,0.289,0.306,0.235,0.592,0.441
33,0.156,0.694,0.446,0.272,0.296,0.232,0.592,0.438
34,0.146,0.677,0.426,0.255,0.286,0.229,0.592,0.435
35,0.136,0.66,0.406,0.238,0.276,0.226,0.592,0.432
36,0.126,0.643,0.386,0.221,0.266,0.223,0.592,0.429
37,0.116,0.626,0.366,0.204,0.256,0.22,0.592,0.426
38,0.106,0.609,0.346,0.187,0.246,0.217,0.592,0.423
39,0.096,0.592,0.326,0.17,0.236,0.214,0.592,0.42
40,0.086,0.575,0.306,0.153,0.226,0.211,0.592,0.417
41,0.076,0.558,0.286,0.136,0.216,0.208,0.592,0.414
42,0.066,0.541,0.266,0.119,0.206,0.205,0.592,0.411
43,0.056,0.524,0.246,0.102,0.196,0.202,0.592,0.408
44,0.046,0.507,0.226,0.085,0.186,0.199,0.592,0.405
45,0.036,0.49,0.206,0.068,0.176,0.196,0.592,0.402
46,0.026,0.473,0.186,0.051,0.166,0.193,0.592,0.399
47,0.016,0.456,0.166,0.034,0.156,0.19,0.592,0.396
48,0.006,0.439,0.146,0.017,0.146,0.187,0.592,0.393
49,-0.004,0.422,0.126,0.0,0.136,0.184,0.592,0.39
50,0.996,0.364,-0.044,-0.058,0.226,0.14,0.442,0.346
51,1.0,0.306,-0.214,-0.116,0.316,0.096,0.292,0.302
52,0.84,0.212,0.786,-0.21,0.156,0.016,0.392,0.222
53,0.68,0.118,1.0,-0.304,-0.004,-0.064,0.492,0.142
54,0.629,0.001,0.903,0.696,-0.055,-0.167,0.415,0.239
55,0.578,-0.116,0.806,1.0,-0.106,-0.27,0.338,0.336
56,0.527,-0.033,0.709,0.883,-0.157,0.73,0.261,0.233
57,0.476,0.05,0.612,0.766,-0.208,1.0,0.184,0.13
58,0.566,-0.008,0.442,0.708,0.792,0.956,0.034,0.086
59,0.656,-0.066,0.272,0.65,1.0,0.912,-0.116,0.042
60,0.496,-0.16,0.352,0.556,0.84,0.832,0.884,-0.038
61,0.336,-0.254,0.432,0.462,0.68,0.752,1.0,-0.118
62,0.285,-0.371,0.335,0.545,0.629,0.649,0.923,0.882
63,0.234,-0.488,0.238,0.628,0.578,0.546,0.846,1.0
64,0.183,0.512,0.141,0.511,0.527,0.643,0.769,0.897
65,0.132,1.0,0.044,0.394,0.476,0.74,0.692,0.794
66,0.122,0.983,0.024,0.377,0.466,0.737,0.692,0.791
67,0.112,0.966,0.004,0.36,0.456,0.734,0.692,0.788
68,0.102,0.949,-0.016,0.343,0.446,0.731,0.692,0.785
69,-0.058,0.855,0.984,0.249,0.286,0.651,0.792,0.705
70,-0.218,0.761,1.0,0.155,0.126,0.571,0.892,0.625
