step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.1762661222317781,0.7874377240574533,-0.1783068658065601,-0.033825034472715045,0.12741640089028297,-0.030161147525227118,0.2868546646663805,0.3453270910400505
1,0.20637812099063815,1.0,-0.2456837846479201,-0.0005927644252703285,0.05866636333393104,0.07735287114161521,0.2848458675506135,0.33361034125053757
2,0.1533423900543189,0.93262308115864,0.7543162153520799,-0.0582724275488612,0.094619494060693,0.04622192370930745,0.28592786713612184,0.23043574658297636
3,0.10030665911799966,0.86524616231728,1.0,-0.11595209067245207,0.130572624787455,0.015090976276999696,0.2870098667216302,0.12726115191541515
4,-0.08554483707958369,0.8984784323647247,0.9423203368764091,0.884047909327548,0.1582241484987346,0.07847309754052997,0.21031646063849674,0.05900722694492574
5,-0.27139633327716706,0.9317107024121694,0.8846406737528183,1.0,0.1858756722100142,0.14185521880406027,0.13362305455536327,-0.009246698025563674
6,0.7286036667228329,0.9618227011710294,0.831604942816499,0.8141485038024167,0.25984547922143,0.18145475627634122,0.11165701591761779,-0.09698026506860674
7,1.0,0.9919346999298894,0.7785692118801797,0.6282970076048333,0.33381528623284573,0.22105429374862218,0.0896909772798723,-0.1847138321116498
8,0.9122664329569569,0.9802179501403764,0.6753946172126185,0.5600430826343439,0.33335533303391285,0.19941638770758421,-0.0704476381646372,0.8152861678883502
9,0.8245328659139138,0.9685012003508634,0.5722200225450572,0.49178915766385445,0.33289537983497997,0.17777848166654625,-0.2305862536091467,1.0
10,0.8025668272761683,0.9664924032350963,0.5733020221305656,0.415095751580721,0.17191474132949144,0.15785278281249412,0.7694137463908532,0.8398613845554904
11,0.7806007886384229,0.9644836061193293,0.574384021716074,0.3384023454975875,0.010934102824002916,0.137927083958442,1.0,0.679722769110981
12,0.7646160569493616,0.948498874430268,0.5583992900270127,0.3224176138085263,-0.00505062886505829,0.1219423522693808,0.9840152683109388,0.6637380374219197
13,0.8385858639607774,0.879748836873916,0.5943524207537747,0.3500691375198059,0.9949493711349418,0.040968040520239925,0.8230346298054502,0.6632780842229868
14,0.9125556709721931,0.810998799317564,0.6303055514805367,0.3777206612310855,1.0,-0.04000627122890095,0.6620539912999616,0.662818131024054
15,0.9521552084444741,0.9185128179844063,0.5991746040482289,0.44110278249461576,0.9190256882508591,0.959993728771099,0.6421282924459094,0.641180224983016
16,0.9917547459167549,1.0,0.568043656615921,0.504484903758146,0.8380513765017181,1.0,0.6222025935918573,0.619542318941978
17,0.9757700142276937,0.9840152683109388,0.5520589249268598,0.4885001720690848,0.8220666448126569,0.9840152683109388,0.606217861902796,0.6035575872529167
18,0.9597852825386325,0.9680305366218775,0.5360741932377986,0.4725154403800236,0.8060819131235957,0.9680305366218775,0.5902331302137348,0.5875728555638555
19,0.9438005508495713,0.9520458049328163,0.5200894615487374,0.45653070869096235,0.7900971814345344,0.9520458049328163,0.5742483985246736,0.5715881238747943
20,0.92781581916051,0.9360610732437551,0.5041047298596761,0.4405459770019011,0.7741124497454732,0.9360610732437551,0.5582636668356123,0.5556033921857331
21,0.9118310874714488,0.9200763415546939,0.4881199981706149,0.4245612453128399,0.758127718056412,0.9200763415546939,0.5422789351465511,0.5396186604966718
22,0.8958463557823876,0.9040916098656326,0.4721352664815537,0.40857651362377867,0.7421429863673508,0.9040916098656326,0.5262942034574899,0.5236339288076106
23,0.8798616240933264,0.8881068781765714,0.45615053479249246,0.39259178193471744,0.7261582546782895,0.8881068781765714,0.5103094717684287,0.5076491971185494
24,0.8638768924042651,0.8721221464875102,0.44016580310343123,0.3766070502456562,0.7101735229892283,0.8721221464875102,0.49432474007936744,0.49166446542948816
25,0.8478921607152039,0.856137414798449,0.42418107141437,0.360622318556595,0.6941887913001671,0.856137414798449,0.4783400083903062,0.47567973374042694
26,0.8319074290261427,0.8401526831093877,0.4081963397253088,0.34463758686753376,0.6782040596111059,0.8401526831093877,0.462355276701245,0.4596950020513657
27,0.8159226973370814,0.8241679514203265,0.39221160803624755,0.32865285517847254,0.6622193279220446,0.8241679514203265,0.44637054501218376,0.4437102703623045
28,0.7999379656480202,0.8081832197312653,0.3762268763471863,0.3126681234894113,0.6462345962329834,0.8081832197312653,0.43038581332312253,0.42772553867324326
29,0.783953233958959,0.792198488042204,0.3602421446581251,0.2966833918003501,0.6302498645439222,0.792198488042204,0.4144010816340613,0.41174080698418203
30,0.7679685022698978,0.7762137563531428,0.34425741296906387,0.28069866011128886,0.614265132854861,0.7762137563531428,0.3984163499450001,0.3957560752951208
31,0.7519837705808365,0.7602290246640816,0.32827268128000264,0.26471392842222763,0.5982804011657997,0.7602290246640816,0.38243161825593885,0.3797713436060596
32,0.7359990388917753,0.7442442929750204,0.3122879495909414,0.24872919673316643,0.5822956694767385,0.7442442929750204,0.3664468865668776,0.36378661191699835
33,0.7200143072027141,0.7282595612859591,0.2963032179018802,0.23274446504410523,0.5663109377876773,0.7282595612859591,0.3504621548778164,0.3478018802279371
34,0.7040295755136529,0.7122748295968979,0.28031848621281896,0.21675973335504403,0.550326206098616,0.7122748295968979,0.3344774231887552,0.3318171485388759
35,0.6880448438245916,0.6962900979078367,0.26433375452375774,0.20077500166598283,0.5343414744095548,0.6962900979078367,0.31849269149969395,0.31583241684981467
36,0.6720601121355304,0.6803053662187755,0.24834902283469654,0.18479026997692163,0.5183567427204936,0.6803053662187755,0.3025079598106327,0.29984768516075344
37,0.6560753804464692,0.6643206345297142,0.23236429114563534,0.16880553828786043,0.5023720110314324,0.6643206345297142,0.2865232281215715,0.2838629534716922
38,0.640090648757408,0.648335902840653,0.21637955945657414,0.15282080659879924,0.48638727934237114,0.648335902840653,0.27053849643251027,0.267878221782631
39,0.6241059170683467,0.6323511711515918,0.20039482776751294,0.13683607490973804,0.4704025476533099,0.6323511711515918,0.25455376474344904,0.25189349009356976
40,0.6081211853792855,0.6163664394625306,0.18441009607845174,0.12085134322067684,0.4544178159642487,0.6163664394625306,0.23856903305438784,0.23590875840450856
41,0.5921364536902243,0.6003817077734693,0.16842536438939054,0.10486661153161564,0.43843308427518746,0.6003817077734693,0.22258430136532664,0.21992402671544736
42,0.576151722001163,0.5843969760844081,0.15244063270032934,0.08888187984255444,0.42244835258612623,0.5843969760844081,0.20659956967626544,0.20393929502638616
43,0.5601669903121018,0.5684122443953469,0.13645590101126814,0.07289714815349324,0.406463620897065,0.5684122443953469,0.19061483798720424,0.18795456333732496
